time_duration,seqlen,seq,attack
0,49,setpgrp(2)~ioctl(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~execve(2)~open(2) - read~mmap(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~close(2)~open(2) - read~close(2)~open(2) - read~mmap(2)~memcntl(2)~munmap(2)~close(2)~close(2)~close(2)~close(2)~exit(2),0
1,88,setpgrp(2)~ioctl(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~execve(2)~open(2) - read~mmap(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~close(2)~munmap(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~open(2) - read~stat(2)~ioctl(2)~access(2)~access(2)~lstat(2)~close(2)~close(2)~close(2)~close(2)~exit(2),0
12,268,fcntl(2)~close(2)~close(2)~fcntl(2)~close(2)~fcntl(2)~close(2)~open(2) - read~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~setrlimit(2)~auditon(2) - get audit state~ioctl(2)~open(2) - read~ioctl(2)~close(2)~open(2) - read~ioctl(2)~close(2)~audit(2)~close(2)~execve(2)~open(2) - read~mmap(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~close(2)~munmap(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~auditon(2) - get audit state~close(2)~open(2) - write~ioctl(2)~ioctl(2)~ioctl(2)~open(2) - read~ioctl(2)~close(2)~open(2) - read~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~open(2) - read~ioctl(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~munmap(2)~open(2) - read~ioctl(2)~close(2)~stat(2)~seteuid(2)~seteuid(2)~stat(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~munmap(2)~open(2) - write~open(2) - write~close(2)~close(2)~seteuid(2)~stat(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~munmap(2)~setegid(2)~open(2) - read~ioctl(2)~close(2)~setgroups(2)~chdir(2)~chroot(2)~seteuid(2)~seteuid(2)~open(2) - read~open(2) - read~open(2) - read~open(2) - read~ftp access~audit(2)~seteuid(2)~open(2) - read~open(2) - read~setaudit(2)~chdir(2)~stat(2)~stat(2)~open(2) - read~close(2)~open(2) - read~close(2)~open(2) - read~close(2)~pipe(2)~vfork(2)~close(2)~seteuid(2)~open(2) - read~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~seteuid(2)~ioctl(2)~ioctl(2)~ioctl(2)~fcntl(2)~putmsg-connect~getmsg(2)~getmsg(2)~ioctl(2)~ioctl(2)~ioctl(2)~close(2)~close(2)~open(2) - read~stat(2)~seteuid(2)~open(2) - read~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~seteuid(2)~ioctl(2)~ioctl(2)~ioctl(2)~fcntl(2)~putmsg-connect~getmsg(2)~getmsg(2)~ioctl(2)~ioctl(2)~ioctl(2)~close(2)~close(2)~seteuid(2)~stat(2)~seteuid(2)~open(2) - write~open(2) - write~seteuid(2)~close(2)~close(2)~close(2)~close(2)~exit(2),0
2,69,access(2)~stat(2)~open(2) - read~open(2) - read~fcntl(2)~fcntl(2)~stat(2)~stat(2)~open(2) - write~fcntl(2)~open(2) - write~open(2) - read~ioctl(2)~close(2)~open(2) - read~ioctl(2)~close(2)~open(2) - read~ioctl(2)~close(2)~ioctl(2)~fcntl(2)~fcntl(2)~open(2) - read~ioctl(2)~close(2)~setgroups(2)~seteuid(2)~stat(2)~stat(2)~stat(2)~seteuid(2)~seteuid(2)~old setgid(2)~open(2) - write~fcntl(2)~ioctl(2)~close(2)~fcntl(2)~putmsg(2)~open(2) - read~close(2)~open(2) - write~open(2) - read~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~close(2)~ioctl(2)~open(2) - read~close(2)~close(2)~unlink(2)~close(2)~fork(2)~old setuid(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~exit(2),0
3,188,fcntl(2)~close(2)~fcntl(2)~close(2)~close(2)~fcntl(2)~close(2)~close(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~setpgrp(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~execve(2)~open(2) - read~mmap(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~close(2)~munmap(2)~open(2) - read~old setgid(2)~open(2) - read~unlink(2)~open(2) - read~unlink(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~open(2) - read~ioctl(2)~close(2)~open(2) - read~close(2)~seteuid(2)~access(2)~lstat(2)~creat(2)~close(2)~link(2)~lstat(2)~unlink(2)~lstat(2)~open(2) - write~close(2)~open(2) - read~ioctl(2)~close(2)~open(2) - read~ioctl(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~munmap(2)~open(2) - read~ioctl(2)~close(2)~open(2) - read~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~putmsg(2)~lstat(2)~unlink(2)~seteuid(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~exit(2),0
3,188,fcntl(2)~close(2)~fcntl(2)~close(2)~close(2)~fcntl(2)~close(2)~close(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~setpgrp(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~execve(2)~open(2) - read~mmap(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~close(2)~munmap(2)~open(2) - read~old setgid(2)~open(2) - read~unlink(2)~open(2) - read~unlink(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~open(2) - read~ioctl(2)~close(2)~open(2) - read~close(2)~seteuid(2)~access(2)~lstat(2)~creat(2)~close(2)~link(2)~lstat(2)~unlink(2)~lstat(2)~open(2) - write~close(2)~open(2) - read~ioctl(2)~close(2)~open(2) - read~ioctl(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~munmap(2)~open(2) - read~ioctl(2)~close(2)~open(2) - read~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~putmsg(2)~lstat(2)~unlink(2)~seteuid(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~exit(2),0
1,56,setpgrp(2)~ioctl(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~execve(2)~open(2) - read~mmap(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~close(2)~open(2) - read~close(2)~ioctl(2)~lstat(2)~open(2) - read~lstat(2)~lstat(2)~lstat(2)~close(2)~ioctl(2)~ioctl(2)~open(2) - read~open(2) - read~close(2)~close(2)~close(2)~close(2)~close(2)~exit(2),0
1,126,fcntl(2)~close(2)~close(2)~fcntl(2)~close(2)~fcntl(2)~close(2)~open(2) - read~old setgid(2)~open(2) - read~ioctl(2)~close(2)~setgroups(2)~old setuid(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~setrlimit(2)~auditon(2) - get audit state~close(2)~execve(2)~open(2) - read~mmap(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~close(2)~munmap(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~pipe(2)~fork(2)~close(2)~ioctl(2)~ioctl(2)~ioctl(2)~close(2)~close(2)~close(2)~close(2)~exit(2),0
1,91,close(2)~fcntl(2)~close(2)~close(2)~execve(2)~open(2) - read~mmap(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~close(2)~munmap(2)~open(2) - read~ioctl(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~munmap(2)~open(2) - read~ioctl(2)~close(2)~munmap(2)~munmap(2)~open(2) - read~close(2)~open(2) - read~stat(2)~stat(2)~stat(2)~close(2)~ioctl(2)~ioctl(2)~open(2) - read~close(2)~stat(2)~stat(2)~stat(2)~close(2)~close(2)~close(2)~exit(2),0
1,126,fcntl(2)~close(2)~close(2)~fcntl(2)~close(2)~fcntl(2)~close(2)~open(2) - read~old setgid(2)~open(2) - read~ioctl(2)~close(2)~setgroups(2)~old setuid(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~setrlimit(2)~auditon(2) - get audit state~close(2)~execve(2)~open(2) - read~mmap(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~close(2)~munmap(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~pipe(2)~fork(2)~close(2)~ioctl(2)~ioctl(2)~ioctl(2)~close(2)~close(2)~close(2)~close(2)~exit(2),0
2,71,close(2)~close(2)~open(2) - read~close(2)~open(2) - write~fcntl(2)~close(2)~fcntl(2)~close(2)~close(2)~open(2) - read~fcntl(2)~open(2) - write~ioctl(2)~open(2) - read~open(2) - read~ioctl(2)~close(2)~open(2) - read~ioctl(2)~close(2)~fcntl(2)~fcntl(2)~open(2) - read~ioctl(2)~close(2)~setgroups(2)~seteuid(2)~stat(2)~stat(2)~stat(2)~seteuid(2)~seteuid(2)~old setgid(2)~open(2) - read~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~close(2)~pipe(2)~vfork(2)~close(2)~ioctl(2)~ioctl(2)~close(2)~fcntl(2)~putmsg(2)~open(2) - write~fcntl(2)~ioctl(2)~rename(2)~close(2)~open(2) - read~unlink(2)~unlink(2)~close(2)~close(2)~unlink(2)~close(2)~old setuid(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~exit(2),0
1,188,fcntl(2)~close(2)~fcntl(2)~close(2)~close(2)~fcntl(2)~close(2)~close(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~setpgrp(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~execve(2)~open(2) - read~mmap(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~close(2)~munmap(2)~open(2) - read~old setgid(2)~open(2) - read~unlink(2)~open(2) - read~unlink(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~open(2) - read~ioctl(2)~close(2)~open(2) - read~close(2)~seteuid(2)~access(2)~lstat(2)~creat(2)~close(2)~link(2)~lstat(2)~unlink(2)~lstat(2)~open(2) - write~close(2)~open(2) - read~ioctl(2)~close(2)~open(2) - read~ioctl(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~munmap(2)~open(2) - read~ioctl(2)~close(2)~open(2) - read~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~putmsg(2)~lstat(2)~unlink(2)~seteuid(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~exit(2),0
2,126,fcntl(2)~close(2)~close(2)~fcntl(2)~close(2)~fcntl(2)~close(2)~open(2) - read~old setgid(2)~open(2) - read~ioctl(2)~close(2)~setgroups(2)~old setuid(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~setrlimit(2)~auditon(2) - get audit state~close(2)~execve(2)~open(2) - read~mmap(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~close(2)~munmap(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~pipe(2)~fork(2)~close(2)~ioctl(2)~ioctl(2)~ioctl(2)~close(2)~close(2)~close(2)~close(2)~exit(2),0
5,71,close(2)~close(2)~open(2) - read~close(2)~open(2) - write~fcntl(2)~close(2)~fcntl(2)~close(2)~close(2)~open(2) - read~fcntl(2)~open(2) - write~ioctl(2)~open(2) - read~open(2) - read~ioctl(2)~close(2)~open(2) - read~ioctl(2)~close(2)~fcntl(2)~fcntl(2)~open(2) - read~ioctl(2)~close(2)~setgroups(2)~seteuid(2)~stat(2)~stat(2)~stat(2)~seteuid(2)~seteuid(2)~old setgid(2)~open(2) - read~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~close(2)~pipe(2)~vfork(2)~close(2)~ioctl(2)~ioctl(2)~close(2)~fcntl(2)~putmsg(2)~open(2) - write~fcntl(2)~ioctl(2)~rename(2)~close(2)~open(2) - read~unlink(2)~unlink(2)~close(2)~close(2)~unlink(2)~close(2)~old setuid(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~exit(2),0
1,96,close(2)~fcntl(2)~close(2)~close(2)~execve(2)~open(2) - read~mmap(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~close(2)~munmap(2)~open(2) - read~open(2) - read~ioctl(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~munmap(2)~open(2) - read~open(2) - read~open(2) - read~stat(2)~stat(2)~stat(2)~stat(2)~close(2)~close(2)~munmap(2)~munmap(2)~close(2)~ioctl(2)~ioctl(2)~open(2) - read~close(2)~stat(2)~stat(2)~stat(2)~stat(2)~stat(2)~stat(2)~close(2)~close(2)~close(2)~close(2)~exit(2),0
3,188,fcntl(2)~close(2)~fcntl(2)~close(2)~close(2)~fcntl(2)~close(2)~close(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~fcntl(2)~setpgrp(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~execve(2)~open(2) - read~mmap(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~open(2) - read~close(2)~munmap(2)~open(2) - read~old setgid(2)~open(2) - read~unlink(2)~open(2) - read~unlink(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~open(2) - read~ioctl(2)~close(2)~open(2) - read~close(2)~seteuid(2)~access(2)~lstat(2)~creat(2)~close(2)~link(2)~lstat(2)~unlink(2)~lstat(2)~open(2) - write~close(2)~open(2) - read~ioctl(2)~close(2)~open(2) - read~ioctl(2)~close(2)~open(2) - read~mmap(2)~mmap(2)~munmap(2)~mmap(2)~close(2)~munmap(2)~open(2) - read~ioctl(2)~close(2)~open(2) - read~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~ioctl(2)~putmsg(2)~lstat(2)~unlink(2)~seteuid(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~close(2)~exit(2),0
